Frequency [Hz] - Fit Points	Amplitude - Fit Points	Frequency [Hz] - Fit Curve	Amplitude - Fit Curve	Frequency [Hz] - Histogram	Amplitude - Histogram
554,308	6,60949E-15	500	4,35932E-16	540,719	10
602,836	6,90676E-14	508	6,54667E-16	597,174	7
651,364	6,67479E-13	516	9,81071E-16	653,63	2
699,892	5,96565E-12	524	1,46709E-15	710,085	4
845,476	2,66476E-09	532	2,18923E-15	766,541	0
1427,811	0,0934889	540	3,2599E-15	822,996	1
1573,394	1,23968	548	4,84389E-15	879,452	0
1621,922	2,50962	556	7,18227E-15	935,908	0
1670,45	4,69853	564	1,06269E-14	992,363	0
1718,978	8,13528	572	1,56902E-14	1048,819	0
1767,506	13,0269	580	2,31169E-14	1105,274	0
1816,034	19,2914	588	3,39865E-14	1161,73	0
1864,562	26,4207	596	4,98611E-14	1218,185	0
1913,09	33,4642	604	7,29953E-14	1274,641	0
1961,618	39,199	612	1,06636E-13	1331,097	0
2010,146	42,4645	620	1,55451E-13	1387,552	0
2058,674	42,5435	628	2,2613E-13	1444,008	1
2107,201	39,4182	636	3,28247E-13	1500,463	0
2155,729	33,7767	644	4,75467E-13	1556,919	2
2204,257	26,7667	652	6,87256E-13	1613,375	6
2252,785	19,6168	660	9,91274E-13	1669,83	8
2301,313	13,296	668	1,42675E-12	1726,286	9
2349,841	8,33426	676	2,04917E-12	1782,741	21
2398,369	4,83138	684	2,93687E-12	1839,197	36
2446,897	2,59019	692	4,2002E-12	1895,652	53
		700	5,99423E-12	1952,108	53
		708	8,53638E-12	2008,564	52
		716	1,21309E-11	2065,019	59
		724	1,72023E-11	2121,475	45
		732	2,43423E-11	2177,93	60
		740	3,43725E-11	2234,386	34
		748	4,84328E-11	2290,841	19
		756	6,80997E-11	2347,297	14
		764	9,55495E-11	2403,753	4
		772	1,33779E-10	2460,208	3
		780	1,86908E-10	2516,664	0
		788	2,60581E-10	2573,119	0
		796	3,62524E-10	2629,575	0
		804	5,03278E-10	2686,031	0
		812	6,97198E-10	2742,486	1
		820	9,6379E-10		
		828	1,32949E-09		
		836	1,83007E-09		
		844	2,51377E-09		
		852	3,44557E-09		
		860	4,71276E-09		
		868	6,4323E-09		
		876	8,76063E-09		
		884	1,19064E-08		
		892	1,61475E-08		
		900	2,18528E-08		
		908	2,95111E-08		
		916	3,97687E-08		
		924	5,34781E-08		
		932	7,17608E-08		
		940	9,60895E-08		
		948	1,28393E-07		
		956	1,71193E-07		
		964	2,27776E-07		
		972	3,02418E-07		
		980	4,00667E-07		
		988	5,2971E-07		
		996	6,98827E-07		
		1004	9,19981E-07		
		1012	1,20855E-06		
		1020	1,58427E-06		
		1028	2,07239E-06		
		1036	2,70515E-06		
		1044	3,52361E-06		
		1052	4,57997E-06		
		1060	5,94038E-06		
		1068	7,68854E-06		
		1076	9,93004E-06		
		1084	1,27978E-05		
		1092	1,64588E-05		
		1100	2,11221E-05		
		1108	2,70492E-05		
		1116	0,000034566		
		1124	4,40779E-05		
		1132	5,60881E-05		
		1140	7,12194E-05		
		1148	9,02409E-05		
		1156	0,0001141		
		1164	0,000143961		
		1172	0,000181252		
		1180	0,000227718		
		1188	0,00028549		
		1196	0,000357158		
		1204	0,00044587		
		1212	0,000555435		
		1220	0,000690455		
		1228	0,000856477		
		1236	0,00106016		
		1244	0,00130951		
		1252	0,00161407		
		1260	0,00198523		
		1268	0,00243657		
		1276	0,00298418		
		1284	0,0036471		
		1292	0,00444783		
		1300	0,00541285		
		1308	0,00657327		
		1316	0,00796553		
		1324	0,00963219		
		1332	0,0116229		
		1340	0,0139952		
		1348	0,016816		
		1356	0,0201624		
		1364	0,0241235		
		1372	0,0288016		
		1380	0,0343139		
		1388	0,0407944		
		1396	0,0483959		
		1404	0,0572921		
		1412	0,0676796		
		1420	0,0797809		
		1428	0,0938463		
		1436	0,110157		
		1444	0,129029		
		1452	0,150813		
		1460	0,1759		
		1468	0,204726		
		1476	0,23777		
		1484	0,275561		
		1492	0,318681		
		1500	0,367767		
		1508	0,423513		
		1516	0,486673		
		1524	0,558067		
		1532	0,638576		
		1540	0,72915		
		1548	0,830803		
		1556	0,94462		
		1564	1,07175		
		1572	1,21341		
		1580	1,37088		
		1588	1,5455		
		1596	1,73866		
		1604	1,95182		
		1612	2,18646		
		1620	2,44411		
		1628	2,72632		
		1636	3,03467		
		1644	3,37072		
		1652	3,73605		
		1660	4,13218		
		1668	4,56062		
		1676	5,0228		
		1684	5,52008		
		1692	6,05372		
		1700	6,62486		
		1708	7,23451		
		1716	7,88349		
		1724	8,57246		
		1732	9,30187		
		1740	10,0719		
		1748	10,8826		
		1756	11,7336		
		1764	12,6242		
		1772	13,5537		
		1780	14,5207		
		1788	15,5237		
		1796	16,5607		
		1804	17,6296		
		1812	18,7276		
		1820	19,8518		
		1828	20,9988		
		1836	22,165		
		1844	23,3462		
		1852	24,5383		
		1860	25,7365		
		1868	26,936		
		1876	28,1315		
		1884	29,3178		
		1892	30,4892		
		1900	31,6402		
		1908	32,7649		
		1916	33,8577		
		1924	34,9126		
		1932	35,9241		
		1940	36,8864		
		1948	37,7941		
		1956	38,642		
		1964	39,4251		
		1972	40,1387		
		1980	40,7786		
		1988	41,3407		
		1996	41,8216		
		2004	42,2184		
		2012	42,5285		
		2020	42,75		
		2028	42,8814		
		2036	42,922		
		2044	42,8715		
		2052	42,7302		
		2060	42,499		
		2068	42,1793		
		2076	41,7732		
		2084	41,2833		
		2092	40,7125		
		2100	40,0644		
		2108	39,343		
		2116	38,5526		
		2124	37,698		
		2132	36,784		
		2140	35,8161		
		2148	34,7996		
		2156	33,7402		
		2164	32,6437		
		2172	31,5158		
		2180	30,3623		
		2188	29,189		
		2196	28,0015		
		2204	26,8053		
		2212	25,6057		
		2220	24,4079		
		2228	23,2168		
		2236	22,037		
		2244	20,8727		
		2252	19,728		
		2260	18,6065		
		2268	17,5115		
		2276	16,446		
		2284	15,4126		
		2292	14,4134		
		2300	13,4504		
		2308	12,5252		
		2316	11,6388		
		2324	10,7922		
		2332	9,98597		
		2340	9,22035		
		2348	8,49536		
		2356	7,81078		
		2364	7,16612		
		2372	6,56072		
		2380	5,99372		
		2388	5,4641		
		2396	4,97071		
		2404	4,51228		
		2412	4,08743		
		2420	3,69473		
		2428	3,33268		
		2436	2,99972		
		2444	2,6943		
		2452	2,41484		
		2460	2,15978		
		2468	1,92755		
		2476	1,71665		
		2484	1,52558		
		2492	1,3529		
		2500	1,19722		
		2508	1,0572		
		2516	0,931581		
		2524	0,819146		
		2532	0,718752		
		2540	0,629324		
		2548	0,549854		
		2556	0,4794		
		2564	0,417087		
		2572	0,362103		
		2580	0,3137		
		2588	0,271191		
		2596	0,233945		
		2604	0,201386		
		2612	0,172991		
		2620	0,148284		
		2628	0,126836		
		2636	0,10826		
		2644	0,0922086		
		2652	0,0783704		
		2660	0,0664677		
		2668	0,0562531		
		2676	0,0475073		
		2684	0,0400361		
		2692	0,0336682		
		2700	0,0282531		
		2708	0,0236586		
		2716	0,0197693		
		2724	0,0164843		
		2732	0,0137159		
		2740	0,0113883		
		2748	0,00943563		
		2756	0,00780117		
		2764	0,00643615		
		2772	0,00529871		
		2780	0,00435303		
		2788	0,00356854		
		2796	0,00291922		
		2804	0,00238298		
		2812	0,00194112		
		2820	0,00157784		
		2828	0,00127982		
		2836	0,00103589		
		2844	0,00083667		
		2852	0,000674332		
		2860	0,000542338		
		2868	0,000435256		
		2876	0,000348575		
		2884	0,000278565		
		2892	0,000222143		
		2900	0,000176774		
		2908	0,000140372		
		2916	0,000111229		
		2924	0,00008795		
		2932	6,93954E-05		
		2940	0,000054639		
		2948	4,29291E-05		
		2956	3,36573E-05		
		2964	0,000026332		
		2972	2,05573E-05		
		2980	0,000016015		
		2988	1,24498E-05		
		2996	9,6578E-06		
		3004	7,47602E-06		
		3012	5,77485E-06		
		3020	4,45131E-06		
		3028	3,42384E-06		
		3036	2,62794E-06		
		3044	2,01278E-06		
		3052	1,53834E-06		
		3060	1,17324E-06		
		3068	8,92896E-07		
		3076	6,78095E-07		
		3084	5,13876E-07		
		3092	3,88601E-07		
		3100	2,93242E-07		
		3108	2,20814E-07		
		3116	1,65922E-07		
		3124	1,24411E-07		
		3132	9,30878E-08		
		3140	6,9503E-08		
		3148	5,17835E-08		
		3156	3,84996E-08		
		3164	2,85627E-08		
		3172	2,11456E-08		
		3180	1,56213E-08		
		3188	1,15158E-08		
		3196	8,47124E-09		
		3204	6,21839E-09		
		3212	4,55497E-09		
		3220	3,32944E-09		
		3228	2,42848E-09		
		3236	1,76757E-09		
		3244	1,28379E-09		
		3252	9,30444E-10		
		3260	6,7292E-10		
		3268	4,8564E-10		
		3276	3,49738E-10		
		3284	2,51333E-10		
		3292	1,80232E-10		
		3300	1,28971E-10		
		3308	9,20942E-11		
		3316	6,56218E-11		
		3324	4,66597E-11		
		3332	3,31065E-11		
		3340	2,34402E-11		
		3348	1,65611E-11		
		3356	1,16759E-11		
		3364	8,21435E-12		
		3372	5,76676E-12		
		3380	4,03988E-12		
		3388	2,82412E-12		
		3396	1,97003E-12		
		3404	1,37133E-12		
		3412	9,52554E-13		
		3420	6,60258E-13		
		3428	4,56683E-13		
		3436	3,15206E-13		
		3444	2,17095E-13		
		3452	1,49206E-13		
		3460	1,02329E-13		
		3468	7,00303E-14		
		3476	4,78248E-14		
		3484	3,2591E-14		
		3492	2,21625E-14		
		3500	1,5039E-14		
		3508	1,01835E-14		
		3516	6,88097E-15		
		3524	4,63961E-15		
		3532	3,1217E-15		
		3540	2,09594E-15		
		3548	1,40424E-15		
		3556	9,38826E-16		
		3564	6,26332E-16		
		3572	4,16967E-16		
		3580	2,76998E-16		
		3588	1,83624E-16		
		3596	1,21467E-16		
		3604	8,01799E-17		
		3612	5,28142E-17		
		3620	3,47147E-17		
		3628	2,27695E-17		
		3636	1,49029E-17		
		3644	9,73342E-18		
		3652	6,34363E-18		
		3660	4,12561E-18		
		3668	2,67741E-18		
		3676	1,73389E-18		
		3684	1,12048E-18		
		3692	7,22542E-19		
		3700	4,64944E-19		
		3708	2,98549E-19		
		3716	1,91297E-19		
		3724	1,22315E-19		
		3732	7,80418E-20		
		3740	4,96881E-20		
		3748	3,15686E-20		
		3756	2,00141E-20		
		3764	1,26618E-20		
		3772	7,99336E-21		
		3780	5,0355E-21		
		3788	3,16543E-21		
		3796	1,98564E-21		
		3804	1,24293E-21		
		3812	7,76372E-22		
		3820	4,83916E-22		
		3828	3,00988E-22		
		3836	1,86812E-22		
		3844	1,15701E-22		
		3852	7,1507E-23		
		3860	4,40998E-23		
		3868	2,71396E-23		
		3876	1,66666E-23		
		3884	1,02133E-23		
		3892	6,24548E-24		
		3900	3,81102E-24		
		3908	2,32057E-24		
		3916	1,41002E-24		
		3924	8,54938E-25		
		3932	5,17274E-25		
		3940	3,12309E-25		
		3948	1,88159E-25		
		3956	1,13121E-25		
		3964	6,78642E-26		
		3972	4,0627E-26		
		3980	2,42698E-26		
		3988	1,44675E-26		
		3996	8,606E-27		
		4004	5,1084E-27		
		4012	3,02584E-27		
		4020	1,78849E-27		
		4028	1,05488E-27		
		4036	6,20864E-28		
		4044	3,64643E-28		
		4052	2,13706E-28		
		4060	1,24981E-28		
		4068	7,2937E-29		
		4076	4,24746E-29		
		4084	2,46825E-29		
		4092	1,43128E-29		
		4100	8,28209E-30		
		4108	4,78224E-30		
		4116	2,7555E-30		
		4124	1,58434E-30		
		4132	9,09018E-31		
		4140	5,20445E-31		
		4148	2,9734E-31		
		4156	1,69516E-31		
		4164	9,64374E-32		
		4172	5,47467E-32		
		4180	3,10133E-32		
		4188	1,75313E-32		
		4196	9,88916E-33		
		4204	5,56649E-33		
		4212	3,12666E-33		
		4220	1,7525E-33		
		4228	9,80197E-34		
		4236	5,47074E-34		
		4244	3,04688E-34		
		4252	1,69334E-34		
		4260	9,39092E-35		
		4268	5,19698E-35		
		4276	2,86993E-35		
		4284	1,5815E-35		
		4292	8,69648E-36		
		4300	4,77195E-36		
		4308	2,61292E-36		
		4316	1,42769E-36		
		4324	7,78429E-37		
		4332	4,23528E-37		
		4340	2,29944E-37		
		4348	1,24578E-37		
		4356	6,73497E-38		
		4364	3,63336E-38		
		4372	1,95595E-38		
		4380	1,05072E-38		
		4388	5,63238E-39		
		4396	3,01283E-39		
		4404	1,60818E-39		
		4412	8,56592E-40		
		4420	4,55291E-40		
		4428	2,41481E-40		
		4436	1,27807E-40		
		4444	6,74997E-41		
		4452	3,55736E-41		
		4460	1,87081E-41		
		4468	9,81774E-42		
		4476	5,14126E-42		
		4484	2,68662E-42		
		4492	1,40094E-42		
		4500	7,28971E-43		
		4508	3,78511E-43		
		4516	1,96121E-43		
		4524	1,01402E-43		
		4532	5,23178E-44		
		4540	2,69357E-44		
		4548	1,38383E-44		
		4556	7,09443E-45		
		4564	3,62935E-45		
		4572	1,85275E-45		
		4580	9,43808E-46		
		4588	4,79764E-46		
		4596	2,4336E-46		
		4604	1,23182E-46		
		4612	6,22192E-47		
		4620	3,13602E-47		
		4628	1,57728E-47		
		4636	7,91623E-48		
		4644	3,96465E-48		
