Frequency [Hz] - Fit Points;Amplitude - Fit Points;Frequency [Hz] - Fit Curve;Amplitude - Fit Curve;Frequency [Hz] - Histogram;Amplitude - Histogram
591,571;1,01872E-25;500;3,38493E-27;591,571;3
2698,232;0,00877836;508;4,57422E-27;691,888;0
2798,549;0,0320556;516;6,17702E-27;792,205;0
2898,867;0,104772;524;8,33556E-27;892,522;0
2999,184;0,3065;532;1,12405E-26;992,839;0
3400,453;7,40737;540;1,5147E-26;1093,157;0
3500,77;12,4478;548;2,03969E-26;1193,474;0
3601,087;18,7228;556;2,7447E-26;1293,791;0
3701,404;25,2055;564;3,69079E-26;1394,108;0
3801,722;30,3717;572;4,9595E-26;1494,426;0
3902,039;32,7561;580;6,65963E-26;1594,743;0
4002,356;31,62;588;8,93626E-26;1695,06;0
4102,673;27,32;596;1,19827E-25;1795,377;0
4202,991;21,1275;604;1,60564E-25;1895,694;0
4303,308;14,6239;612;2,14999E-25;1996,012;0
4403,625;9,05996;620;2,87685E-25;2096,329;0
4503,942;5,02386;628;3,84673E-25;2196,646;0
;;636;5,13996E-25;2296,963;0
;;644;6,86313E-25;2397,281;0
;;652;9,15753E-25;2497,598;0
;;660;1,22103E-24;2597,915;0
;;668;1,62694E-24;2698,232;2
;;676;2,16625E-24;2798,549;1
;;684;2,88231E-24;2898,867;2
;;692;3,83235E-24;2999,184;2
;;700;5,09195E-24;3099,501;0
;;708;6,76077E-24;3199,818;0
;;716;8,97021E-24;3300,136;1
;;724;1,18933E-23;3400,453;13
;;732;1,57578E-23;3500,77;21
;;740;2,08633E-23;3601,087;37
;;748;2,76036E-23;3701,404;64
;;756;3,64956E-23;3801,722;53
;;764;4,8218E-23;3902,039;37
;;772;6,36608E-23;4002,356;31
;;780;8,39901E-23;4102,673;28
;;788;1,10733E-22;4202,991;26
;;796;1,45889E-22;4303,308;22
;;804;1,9207E-22;4403,625;8
;;812;2,52692E-22;4503,942;9
;;820;3,32213E-22;;
;;828;4,36452E-22;;
;;836;5,72993E-22;;
;;844;7,51719E-22;;
;;852;9,85499E-22;;
;;860;1,29107E-21;;
;;868;1,6902E-21;;
;;876;2,21116E-21;;
;;884;2,89065E-21;;
;;892;3,77628E-21;;
;;900;4,92978E-21;;
;;908;6,43109E-21;;
;;916;8,38369E-21;;
;;924;1,09214E-20;;
;;932;1,42173E-20;;
;;940;1,84948E-20;;
;;948;2,40423E-20;;
;;956;3,12316E-20;;
;;964;4,05423E-20;;
;;972;5,25914E-20;;
;;980;6,81736E-20;;
;;988;8,83101E-20;;
;;996;1,14314E-19;;
;;1004;1,4787E-19;;
;;1012;1,91142E-19;;
