Frequency [Hz] - Fit Points	Amplitude - Fit Points	Frequency [Hz] - Fit Curve	Amplitude - Fit Curve	Frequency [Hz] - Histogram	Amplitude - Histogram
523,645	8,37716E-07	500	3,95307E-07	523,664	13
559,949	2,57145E-06	508	5,10597E-07	560,007	13
596,254	7,59707E-06	516	6,58286E-07	596,351	21
632,559	2,16023E-05	524	8,4712E-07	632,694	15
668,863	0,000059121	532	1,0881E-06	669,037	9
705,168	0,000155729	540	1,39503E-06	705,381	9
777,778	0,000963345	548	1,78523E-06	741,724	0
886,692	0,011125	556	2,28033E-06	778,067	5
922,996	0,0232941	564	2,90733E-06	814,411	0
959,301	0,0469437	572	3,69984E-06	850,754	0
1068,215	0,305415	580	4,69966E-06	887,098	5
1104,52	0,528163	588	5,95858E-06	923,441	2
1140,824	0,879086	596	7,54071E-06	959,784	2
1177,129	1,40826	604	9,52522E-06	996,128	0
1213,434	2,17129	612	1,20097E-05	1032,471	0
1249,739	3,22211	620	0,000015114	1068,814	2
1286,043	4,60203	628	1,89855E-05	1105,158	3
1322,348	6,32623	636	2,38045E-05	1141,501	2
1358,653	8,37003	644	2,97912E-05	1177,844	8
1394,957	10,6585	652	3,72144E-05	1214,188	3
1431,262	13,0632	660	4,64009E-05	1250,531	3
1467,567	15,4096	668	5,77478E-05	1286,875	4
1503,871	17,4952	676	7,17361E-05	1323,218	10
1540,176	19,1175	684	8,89475E-05	1359,561	10
1576,481	20,1063	692	0,000110084	1395,905	9
1612,786	20,3525	700	0,000135989	1432,248	17
1649,09	19,8286	708	0,00016768	1468,591	14
1685,395	18,593	716	0,000206371	1504,935	21
1721,7	16,7802	724	0,000253519	1541,278	25
1758,004	14,5757	732	0,000310861	1577,621	30
1794,309	12,1856	740	0,000380466	1613,965	17
1830,614	9,80508	748	0,000464791	1650,308	34
1866,918	7,5935	756	0,000566751	1686,651	22
1903,223	5,66004	764	0,000689797	1722,995	28
1939,528	4,06054	772	0,000837998	1759,338	18
		780	0,00101615	1795,682	18
