Frequency [Hz] - Fit Points;Amplitude - Fit Points;Frequency [Hz] - Fit Curve;Amplitude - Fit Curve;Frequency [Hz] - Histogram;Amplitude - Histogram
1698,047;0,871192;500;1,08366E-12;1675,949;2
1770,072;1,66533;508;1,44409E-12;1702,085;1
1794,081;2,01535;516;1,92171E-12;1728,221;0
1818,089;2,40838;524;2,55372E-12;1754,357;1
1842,098;2,84201;532;3,38884E-12;1780,492;4
1866,106;3,31172;540;4,49077E-12;1806,628;3
1890,114;3,81073;548;5,94268E-12;1832,764;7
1914,123;4,33001;556;7,85303E-12;1858,9;6
1938,131;4,85843;564;1,0363E-11;1885,036;3
1962,139;5,38306;572;1,3656E-11;1911,171;7
1986,148;5,88965;580;1,79702E-11;1937,307;10
2010,156;6,3632;588;2,36144E-11;1963,443;6
2034,164;6,78873;596;3,09879E-11;1989,579;9
2058,173;7,152;604;4,0607E-11;2015,715;11
2082,181;7,44035;612;5,31374E-11;2041,85;12
2106,19;7,64338;620;6,94373E-11;2067,986;12
2130,198;7,7536;628;9,06103E-11;2094,122;16
2154,206;7,76691;636;1,18074E-10;2120,258;13
2178,215;7,6828;644;1,53647E-10;2146,393;19
2202,223;7,50442;652;1,99657E-10;2172,529;17
2226,231;7,23838;660;2,59083E-10;2198,665;21
2250,24;6,89432;668;3,35726E-10;2224,801;19
2274,248;6,48438;676;4,34433E-10;2250,937;10
2298,256;6,02243;684;5,61375E-10;2277,072;5
2322,265;5,52334;692;7,24395E-10;2303,208;11
2346,273;5,00216;700;9,33448E-10;2329,344;9
2370,282;4,47342;708;1,20115E-09;2355,48;9
2394,29;3,95047;716;1,54346E-09;2381,616;11
2418,298;3,44496;724;1,98056E-09;2407,751;12
2442,307;2,96651;732;2,53789E-09;2433,887;6
2466,315;2,52252;740;3,24749E-09;2460,023;9
2490,323;2,11811;748;4,1497E-09;2486,159;2
2538,34;1,43799;756;5,29513E-09;2512,295;1
2562,349;1,16265;764;6,7473E-09;2538,43;4
2610,365;0,731842;772;8,58568E-09;2564,566;1
2634,374;0,569758;780;1,09097E-08;2590,702;1
;;788;1,38434E-08;2616,838;1
;;796;1,75414E-08;2642,973;1
