Frequency [Hz] - Fit Points;Amplitude - Fit Points;Frequency [Hz] - Fit Curve;Amplitude - Fit Curve;Frequency [Hz] - Histogram;Amplitude - Histogram
566,639;2,72885E-25;500;1,37629E-26;566,639;5
652,933;1,17318E-23;508;1,97743E-26;652,933;1
2119,936;0,000639041;516;2,83819E-26;739,228;0
2378,819;0,0517131;524;4,06939E-26;825,522;0
2465,113;0,175646;532;5,82862E-26;911,816;0
2551,407;0,52867;540;8,33972E-26;998,11;0
2637,702;1,41006;548;1,19203E-25;1084,405;0
2723,996;3,33271;556;1,70204E-25;1170,699;0
2810,29;6,98016;564;2,42774E-25;1256,993;0
2896,584;12,9551;572;3,45925E-25;1343,287;0
2982,879;21,307;580;4,92394E-25;1429,582;0
3069,173;31,0536;588;7,0015E-25;1515,876;0
3155,467;40,106;596;9,94532E-25;1602,17;0
3241,762;45,9;604;1,41122E-24;1688,465;0
3328,056;46,5505;612;2,00042E-24;1774,759;0
3414,35;41,8353;620;2,83266E-24;1861,053;0
3500,644;33,3173;628;4,00699E-24;1947,347;0
3586,939;23,5127;636;5,66226E-24;2033,642;0
3673,233;14,7043;644;7,99302E-24;2119,936;1
3759,527;8,14875;652;1,12715E-23;2206,23;0
3845,822;4,00172;660;1,58781E-23;2292,525;0
3932,116;1,74144;668;2,23443E-23;2378,819;2
;;676;3,14111E-23;2465,113;3
;;684;4,41111E-23;2551,407;1
;;692;6,18816E-23;2637,702;9
;;700;8,67211E-23;2723,996;9
;;708;1,21405E-22;2810,29;9
;;716;1,69784E-22;2896,584;14
;;724;2,37195E-22;2982,879;27
;;732;3,31028E-22;3069,173;33
;;740;4,615E-22;3155,467;51
;;748;6,42728E-22;3241,762;54
;;756;8,94195E-22;3328,056;71
;;764;1,24276E-21;3414,35;66
;;772;1,72539E-21;3500,644;41
;;780;2,39298E-21;3586,939;29
;;788;3,31543E-21;3673,233;19
;;796;4,58869E-21;3759,527;6
;;804;6,34435E-21;3845,822;4
;;812;8,76261E-21;3932,116;5
;;820;1,20901E-20;;
;;828;1,66638E-20;;
;;836;2,29439E-20;;
;;844;3,1558E-20;;
;;852;4,33611E-20;;
;;860;5,95169E-20;;
;;868;8,16073E-20;;
;;876;1,11781E-19;;
;;884;1,52951E-19;;
;;892;2,09068E-19;;
;;900;2,85478E-19;;
;;908;3,89409E-19;;
;;916;5,30625E-19;;
;;924;7,22302E-19;;
;;932;9,82196E-19;;
;;940;1,33422E-18;;
;;948;1,81052E-18;;
;;956;2,45431E-18;;
;;964;3,32357E-18;;
;;972;4,49603E-18;;
;;980;6,07578E-18;;
;;988;8,20207E-18;;
;;996;1,1061E-17;;
;;1004;1,49009E-17;;
;;1012;2,00531E-17;;
;;1020;2,69587E-17;;
;;1028;3,62047E-17;;
;;1036;4,85712E-17;;
;;1044;6,50943E-17;;
;;1052;8,71476E-17;;
;;1060;1,16551E-16;;
;;1068;1,55714E-16;;
;;1076;2,07819E-16;;
;;1084;2,77073E-16;;
;;1092;3,69021E-16;;
;;1100;4,90971E-16;;
;;1108;6,52545E-16;;
;;1116;8,66391E-16;;
;;1124;1,14912E-15;;
;;1132;1,52253E-15;;
;;1140;2,0152E-15;;
;;1148;2,6645E-15;;
;;1156;3,51936E-15;;
;;1164;4,64365E-15;;
;;1172;6,12076E-15;;
;;1180;8,05934E-15;;
;;1188;1,06009E-14;;
;;1196;1,39295E-14;;
;;1204;1,82842E-14;;
;;1212;2,39753E-14;;
;;1220;3,14053E-14;;
;;1228;4,10951E-14;;
;;1236;5,37188E-14;;
;;1244;7,01474E-14;;
;;1252;9,15051E-14;;
;;1260;1,19242E-13;;
;;1268;1,55224E-13;;
;;1276;2,01855E-13;;
;;1284;2,62222E-13;;
;;1292;3,40289E-13;;
;;1300;4,41138E-13;;
;;1308;5,71282E-13;;
;;1316;7,39053E-13;;
;;1324;9,551E-13;;
;;1332;1,23302E-12;;
;;1340;1,59017E-12;;
;;1348;2,04863E-12;;
;;1356;2,63653E-12;;
;;1364;3,38961E-12;;
;;1372;4,35328E-12;;
;;1380;5,58511E-12;;
;;1388;7,15808E-12;;
;;1396;9,16452E-12;;
;;1404;1,17212E-11;;
;;1412;1,49756E-11;;
;;1420;1,91136E-11;;
;;1428;2,43698E-11;;
;;1436;3,10391E-11;;
;;1444;3,94926E-11;;
;;1452;5,01962E-11;;
;;1460;6,37346E-11;;
;;1468;8,08403E-11;;
;;1476;1,02431E-10;;
;;1484;1,29652E-10;;
;;1492;1,63938E-10;;
;;1500;2,07075E-10;;
;;1508;2,61292E-10;;
;;1516;3,29361E-10;;
;;1524;4,14732E-10;;
;;1532;5,21688E-10;;
;;1540;6,55547E-10;;
;;1548;8,22896E-10;;
;;1556;1,0319E-09;;
;;1564;1,29263E-09;;
;;1572;1,61757E-09;;
;;1580;2,02209E-09;;
;;1588;2,52514E-09;;
;;1596;3,15007E-09;;
;;1604;3,92558E-09;;
;;1612;4,88693E-09;;
;;1620;6,0774E-09;;
;;1628;7,55002E-09;;
;;1636;9,36973E-09;;
;;1644;1,1616E-08;;
;;1652;1,43857E-08;;
;;1660;1,77974E-08;;
;;1668;2,19954E-08;;
;;1676;2,71553E-08;;
;;1684;3,34909E-08;;
;;1692;4,12618E-08;;
;;1700;5,07829E-08;;
;;1708;6,24362E-08;;
;;1716;7,66838E-08;;
;;1724;9,4085E-08;;
;;1732;1,15315E-07;;
;;1740;1,41189E-07;;
;;1748;1,72688E-07;;
;;1756;2,10996E-07;;
;;1764;2,57534E-07;;
;;1772;3,14011E-07;;
;;1780;3,82475E-07;;
;;1788;4,65383E-07;;
;;1796;5,65674E-07;;
;;1804;6,86865E-07;;
;;1812;8,33154E-07;;
;;1820;1,00955E-06;;
;;1828;1,22202E-06;;
;;1836;1,47768E-06;;
;;1844;1,78496E-06;;
;;1852;2,15391E-06;;
;;1860;2,59642E-06;;
;;1868;3,12658E-06;;
;;1876;3,7611E-06;;
;;1884;4,51969E-06;;
;;1892;5,42563E-06;;
;;1900;6,50642E-06;;
;;1908;7,79439E-06;;
;;1916;9,32762E-06;;
;;1924;1,11509E-05;;
;;1932;1,33167E-05;;
;;1940;1,58866E-05;;
;;1948;1,89328E-05;;
;;1956;2,25397E-05;;
;;1964;2,68059E-05;;
;;1972;3,18465E-05;;
;;1980;3,77956E-05;;
;;1988;4,48095E-05;;
;;1996;5,30698E-05;;
;;2004;6,27876E-05;;
;;2012;7,42077E-05;;
;;2020;8,76139E-05;;
;;2028;0,000103335;;
;;2036;0,00012175;;
;;2044;0,000143297;;
;;2052;0,000168484;;
;;2060;0,000197891;;
;;2068;0,00023219;;
;;2076;0,000272151;;
;;2084;0,000318658;;
;;2092;0,000372725;;
;;2100;0,000435513;;
;;2108;0,00050835;;
;;2116;0,000592752;;
;;2124;0,00069045;;
;;2132;0,000803416;;
;;2140;0,000933893;;
;;2148;0,00108443;;
;;2156;0,00125793;;
;;2164;0,00145768;;
;;2172;0,00168738;;
;;2180;0,00195126;;
;;2188;0,00225406;;
;;2196;0,00260114;;
;;2204;0,00299855;;
;;2212;0,00345309;;
;;2220;0,00397241;;
;;2228;0,00456508;;
;;2236;0,00524072;;
;;2244;0,00601012;;
;;2252;0,00688532;;
;;2260;0,00787978;;
;;2268;0,0090085;;
;;2276;0,0102882;;
;;2284;0,0117375;;
;;2292;0,0133771;;
;;2300;0,0152299;;
;;2308;0,0173212;;
;;2316;0,0196793;;
;;2324;0,0223353;;
;;2332;0,0253233;;
;;2340;0,0286813;;
;;2348;0,0324509;;
;;2356;0,0366777;;
;;2364;0,0414121;;
;;2372;0,046709;;
;;2380;0,0526288;;
;;2388;0,0592373;;
;;2396;0,0666063;;
;;2404;0,0748143;;
;;2412;0,0839465;;
;;2420;0,0940956;;
;;2428;0,105362;;
;;2436;0,117855;;
;;2444;0,131693;;
;;2452;0,147003;;
;;2460;0,163922;;
;;2468;0,182598;;
;;2476;0,203192;;
;;2484;0,225873;;
;;2492;0,250825;;
;;2500;0,278244;;
;;2508;0,30834;;
;;2516;0,341337;;
;;2524;0,377472;;
;;2532;0,417;;
;;2540;0,460188;;
;;2548;0,507323;;
;;2556;0,558704;;
;;2564;0,61465;;
;;2572;0,675497;;
;;2580;0,741596;;
;;2588;0,813318;;
;;2596;0,89105;;
;;2604;0,975197;;
;;2612;1,06618;;
;;2620;1,16445;;
;;2628;1,27045;;
;;2636;1,38466;;
;;2644;1,50757;;
;;2652;1,63969;;
;;2660;1,78154;;
;;2668;1,93364;;
;;2676;2,09656;;
;;2684;2,27083;;
;;2692;2,45705;;
;;2700;2,65577;;
;;2708;2,86758;;
;;2716;3,09308;;
;;2724;3,33284;;
;;2732;3,58746;;
;;2740;3,85752;;
;;2748;4,1436;;
;;2756;4,44628;;
;;2764;4,76611;;
;;2772;5,10365;;
;;2780;5,45942;;
;;2788;5,83392;;
;;2796;6,22764;;
;;2804;6,64103;;
;;2812;7,07451;;
;;2820;7,52846;;
;;2828;8,00322;;
;;2836;8,49909;;
;;2844;9,01631;;
;;2852;9,55507;;
;;2860;10,1155;;
;;2868;10,6977;;
;;2876;11,3017;;
;;2884;11,9273;;
;;2892;12,5745;;
;;2900;13,2431;;
;;2908;13,9328;;
;;2916;14,6431;;
;;2924;15,3737;;
;;2932;16,124;;
;;2940;16,8933;;
;;2948;17,681;;
;;2956;18,4862;;
;;2964;19,3079;;
;;2972;20,1453;;
;;2980;20,9972;;
;;2988;21,8623;;
;;2996;22,7395;;
;;3004;23,6273;;
;;3012;24,5243;;
;;3020;25,4289;;
;;3028;26,3395;;
;;3036;27,2544;;
;;3044;28,1718;;
;;3052;29,0898;;
;;3060;30,0065;;
;;3068;30,9201;;
;;3076;31,8283;;
;;3084;32,7292;;
;;3092;33,6207;;
;;3100;34,5005;;
;;3108;35,3667;;
;;3116;36,217;;
;;3124;37,0491;;
;;3132;37,8611;;
;;3140;38,6507;;
;;3148;39,4158;;
;;3156;40,1543;;
;;3164;40,8641;;
;;3172;41,5434;;
;;3180;42,19;;
;;3188;42,8023;;
;;3196;43,3783;;
;;3204;43,9165;;
;;3212;44,4152;;
;;3220;44,8729;;
;;3228;45,2882;;
;;3236;45,66;;
;;3244;45,987;;
;;3252;46,2682;;
;;3260;46,5028;;
;;3268;46,6901;;
;;3276;46,8295;;
;;3284;46,9206;;
;;3292;46,9629;;
;;3300;46,9566;;
;;3308;46,9015;;
;;3316;46,7978;;
;;3324;46,6458;;
;;3332;46,4461;;
;;3340;46,1992;;
;;3348;45,906;;
;;3356;45,5672;;
;;3364;45,1839;;
;;3372;44,7574;;
;;3380;44,2889;;
;;3388;43,7797;;
;;3396;43,2315;;
;;3404;42,6458;;
;;3412;42,0244;;
;;3420;41,3691;;
;;3428;40,6816;;
;;3436;39,9641;;
;;3444;39,2185;;
;;3452;38,4468;;
;;3460;37,6511;;
;;3468;36,8337;;
;;3476;35,9966;;
;;3484;35,142;;
;;3492;34,272;;
;;3500;33,3889;;
;;3508;32,4948;;
;;3516;31,5918;;
;;3524;30,6819;;
;;3532;29,7674;;
;;3540;28,8501;;
;;3548;27,9321;;
;;3556;27,0152;;
;;3564;26,1012;;
;;3572;25,192;;
;;3580;24,2893;;
;;3588;23,3945;;
;;3596;22,5094;;
;;3604;21,6352;;
;;3612;20,7734;;
;;3620;19,9252;;
;;3628;19,0918;;
;;3636;18,2743;;
;;3644;17,4736;;
;;3652;16,6906;;
;;3660;15,9262;;
;;3668;15,181;;
;;3676;14,4557;;
;;3684;13,7507;;
;;3692;13,0665;;
;;3700;12,4035;;
;;3708;11,7619;;
;;3716;11,1419;;
;;3724;10,5436;;
;;3732;9,96707;;
;;3740;9,41229;;
;;3748;8,87917;;
;;3756;8,36755;;
;;3764;7,87722;;
;;3772;7,40793;;
;;3780;6,95936;;
;;3788;6,53116;;
;;3796;6,12295;;
;;3804;5,73429;;
;;3812;5,36473;;
;;3820;5,01377;;
;;3828;4,68091;;
;;3836;4,36561;;
;;3844;4,06732;;
;;3852;3,78547;;
;;3860;3,5195;;
;;3868;3,26882;;
;;3876;3,03284;;
;;3884;2,81098;;
;;3892;2,60264;;
;;3900;2,40724;;
;;3908;2,2242;;
;;3916;2,05294;;
;;3924;1,8929;;
;;3932;1,74353;;
;;3940;1,60427;;
;;3948;1,47461;;
;;3956;1,35402;;
;;3964;1,242;;
;;3972;1,13806;;
;;3980;1,04174;;
;;3988;0,952582;;
;;3996;0,870149;;
;;4004;0,794025;;
;;4012;0,723808;;
;;4020;0,659116;;
;;4028;0,599582;;
;;4036;0,54486;;
;;4044;0,494617;;
;;4052;0,448542;;
;;4060;0,406336;;
;;4068;0,36772;;
;;4076;0,332427;;
;;4084;0,30021;;
;;4092;0,270834;;
;;4100;0,244079;;
;;4108;0,219738;;
;;4116;0,19762;;
;;4124;0,177543;;
;;4132;0,15934;;
;;4140;0,142855;;
;;4148;0,127943;;
;;4156;0,114468;;
;;4164;0,102306;;
;;4172;0,0913418;;
;;4180;0,0814676;;
;;4188;0,0725854;;
;;4196;0,0646044;;
;;4204;0,0574412;;
;;4212;0,0510193;;
;;4220;0,0452683;;
;;4228;0,0401238;;
;;4236;0,0355271;;
;;4244;0,0314243;;
;;4252;0,0277665;;
;;4260;0,024509;;
;;4268;0,0216111;;
;;4276;0,0190361;;
;;4284;0,0167506;;
;;4292;0,0147241;;
;;4300;0,0129294;;
;;4308;0,0113416;;
;;4316;0,00993848;;
;;4324;0,0086999;;
;;4332;0,00760778;;
;;4340;0,00664585;;
;;4348;0,00579952;;
;;4356;0,00505571;;
;;4364;0,00440272;;
;;4372;0,00383009;;
;;4380;0,00332848;;
;;4388;0,00288955;;
;;4396;0,00250591;;
;;4404;0,00217094;;
;;4412;0,0018788;;
;;4420;0,00162428;;
;;4428;0,00140279;;
;;4436;0,00121024;;
;;4444;0,00104303;;
;;4452;0,000897996;;
;;4460;0,000772324;;
;;4468;0,00066355;;
;;4476;0,000569504;;
;;4484;0,000488279;;
;;4492;0,000418205;;
;;4500;0,000357815;;
;;4508;0,000305828;;
;;4516;0,000261122;;
;;4524;0,000222721;;
;;4532;0,000189769;;
;;4540;0,000161525;;
;;4548;0,000137342;;
;;4556;0,000116658;;
;;4564;0,000098986;;
;;4572;8,39041E-05;;
;;4580;7,10462E-05;;
;;4588;6,00964E-05;;
;;4596;5,07813E-05;;
;;4604;4,28656E-05;;
;;4612;3,61462E-05;;
;;4620;3,04484E-05;;
;;4628;2,56222E-05;;
;;4636;2,15385E-05;;
;;4644;1,80869E-05;;
;;4652;1,51727E-05;;
;;4660;1,27148E-05;;
;;4668;0,000010644;;
;;4676;8,90121E-06;;
;;4684;7,43605E-06;;
;;4692;6,20561E-06;;
;;4700;5,17339E-06;;
;;4708;4,30839E-06;;
;;4716;3,5843E-06;;
;;4724;2,9788E-06;;
;;4732;2,47302E-06;;
;;4740;2,05099E-06;;
;;4748;1,69921E-06;;
;;4756;1,40631E-06;;
;;4764;1,16268E-06;;
;;4772;9,60268E-07;;
;;4780;7,92268E-07;;
;;4788;6,52981E-07;;
;;4796;5,37623E-07;;
;;4804;4,42185E-07;;
;;4812;3,63311E-07;;
;;4820;2,98196E-07;;
;;4828;2,44498E-07;;
;;4836;2,00261E-07;;
;;4844;1,63858E-07;;
;;4852;1,33933E-07;;
;;4860;1,09359E-07;;
;;4868;8,92013E-08;;
;;4876;7,26837E-08;;
;;4884;5,91632E-08;;
;;4892;4,81078E-08;;
;;4900;3,90776E-08;;
;;4908;3,17095E-08;;
;;4916;2,57039E-08;;
;;4924;2,08141E-08;;
;;4932;1,6837E-08;;
;;4940;1,36057E-08;;
;;4948;1,09832E-08;;
;;4956;8,85691E-09;;
;;4964;7,13486E-09;;
;;4972;5,74166E-09;;
;;4980;4,61571E-09;;
;;4988;3,7067E-09;;
;;4996;2,97363E-09;;
;;5004;2,38306E-09;;
;;5012;1,90779E-09;;
;;5020;1,52572E-09;;
;;5028;1,2189E-09;;
;;5036;9,72776E-10;;
;;5044;7,7554E-10;;
;;5052;6,17654E-10;;
;;5060;4,91399E-10;;
;;5068;3,90547E-10;;
;;5076;3,1007E-10;;
;;5084;2,45921E-10;;
;;5092;1,94841E-10;;
;;5100;1,54211E-10;;
;;5108;1,21926E-10;;
;;5116;9,63006E-11;;
;;5124;7,59817E-11;;
;;5132;5,98878E-11;;
;;5140;4,71538E-11;;
;;5148;3,70888E-11;;
;;5156;2,9142E-11;;
;;5164;2,28741E-11;;
;;5172;1,79357E-11;;
;;5180;1,40488E-11;;
;;5188;1,09929E-11;;
;;5196;8,59272E-12;;
;;5204;6,70965E-12;;
;;5212;5,2338E-12;;
;;5220;4,07835E-12;;
;;5228;3,17468E-12;;
;;5236;2,46867E-12;;
;;5244;1,91768E-12;;
;;5252;1,48812E-12;;
;;5260;1,15359E-12;;
;;5268;8,93325E-13;;
;;5276;6,91064E-13;;
;;5284;5,34042E-13;;
;;5292;4,1227E-13;;
