Frequency [Hz] - Fit Points,Amplitude - Fit Points,Frequency [Hz] - Fit Curve,Amplitude - Fit Curve,Frequency [Hz] - Histogram,Amplitude - Histogram
1249.808,0.308858,500,1.05194E-12,1249.808,1
1279.834,0.543579,508,1.57947E-12,1279.834,1
1339.886,1.50279,516,2.36518E-12,1309.86,0
1369.912,2.36063,524,3.53223E-12,1339.886,2
1399.938,3.57027,532,5.26095E-12,1369.912,1
1429.964,5.19895,540,7.8147E-12,1399.938,6
1459.99,7.28907,548,1.15769E-11,1429.964,8
1490.016,9.83945,556,1.71042E-11,1459.99,10
1520.043,12.7883,564,2.52026E-11,1490.016,12
1550.069,16.0027,572,3.70355E-11,1520.043,24
1580.095,19.2805,580,5.42781E-11,1550.069,20
1610.121,22.3658,588,7.93345E-11,1580.095,20
1640.147,24.9801,596,1.15646E-10,1610.121,29
1670.173,26.8624,604,1.68125E-10,1640.147,29
1700.199,27.8123,612,2.43761E-10,1670.173,29
1730.225,27.725,620,3.52476E-10,1700.199,34
1760.251,26.6102,628,5.08306E-10,1730.225,27
1790.277,24.5905,636,7.3106E-10,1760.251,25
1820.303,21.879,644,1.04861E-09,1790.277,20
1850.329,18.7426,652,1.50004E-09,1820.303,23
1880.355,15.4588,660,2.14006E-09,1850.329,29
1910.382,12.2762,668,3.04495E-09,1880.355,15
1940.408,9.38623,676,4.32083E-09,1910.382,13
1970.434,6.90974,684,6.11483E-09,1940.408,13
2000.46,4.8975,692,8.63046E-09,1970.434,5
2030.486,3.34218,700,1.21483E-08,2000.46,6
2060.512,2.19597,708,1.70541E-08,2030.486,4
2090.538,1.3892,716,2.38766E-08,2060.512,4
2150.59,0.496214,724,3.33387E-08,2090.538,1
2180.616,0.280178,732,4.64255E-08,2120.564,0
2210.642,0.152314,740,6.44758E-08,2150.59,1
2240.668,0.0797241,748,8.93033E-08,2180.616,1
2420.825,0.000739717,756,1.23359E-07,2210.642,1
,,764,1.69944E-07,2240.668,1
,,772,2.33492E-07,2270.694,0
,,780,3.19941E-07,2300.721,0
,,788,4.3722E-07,2330.747,0
,,796,5.95883E-07,2360.773,0
,,804,8.09942E-07,2390.799,0
,,812,1.09794E-06,2420.825,1
,,820,1.48435E-06,,
,,828,2.00135E-06,,
,,836,2.69118E-06,,
,,844,3.60907E-06,,
,,852,4.82701E-06,,
,,860,6.43862E-06,,
,,868,8.56524E-06,,
,,876,1.13636E-05,,
,,884,1.50358E-05,,
,,892,1.98413E-05,,
,,900,2.61122E-05,,
,,908,3.42727E-05,,
,,916,4.48626E-05,,
,,924,0.000058567,,
,,932,7.62523E-05,,
,,940,9.90113E-05,,
,,948,0.000128218,,
,,956,0.000165594,,
,,964,0.00021329,,
,,972,0.000273986,,
,,980,0.000351009,,
,,988,0.000448478,,
,,996,0.000571471,,
,,1004,0.000726239,,
,,1012,0.000920442,,
,,1020,0.00116344,,
,,1028,0.00146665,,
,,1036,0.0018439,,
,,1044,0.00231196,,
,,1052,0.00289106,,
,,1060,0.00360548,,
,,1068,0.00448438,,
,,1076,0.00556253,,
,,1084,0.00688137,,
,,1092,0.00849002,,
,,1100,0.0104466,,
,,1108,0.0128195,,
,,1116,0.0156892,,
,,1124,0.0191496,,
,,1132,0.0233106,,
,,1140,0.0282994,,
,,1148,0.0342636,,
,,1156,0.0413733,,
,,1164,0.049824,,
,,1172,0.0598397,,
,,1180,0.0716757,,
,,1188,0.0856221,,
,,1196,0.102007,,
,,1204,0.121202,,
,,1212,0.143621,,
,,1220,0.16973,,
,,1228,0.200047,,
,,1236,0.235145,,
,,1244,0.275658,,
,,1252,0.322284,,
,,1260,0.375784,,
,,1268,0.436987,,
,,1276,0.506794,,
,,1284,0.586173,,
,,1292,0.676163,,
,,1300,0.777874,,
,,1308,0.89248,,
,,1316,1.02122,,
,,1324,1.16539,,
,,1332,1.32635,,
,,1340,1.50547,,
,,1348,1.7042,,
,,1356,1.92398,,
,,1364,2.16626,,
,,1372,2.43251,,
,,1380,2.72413,,
,,1388,3.04253,,
,,1396,3.38901,,
,,1404,3.7648,,
,,1412,4.17103,,
,,1420,4.60868,,
,,1428,5.07856,,
,,1436,5.58132,,
,,1444,6.11738,,
,,1452,6.6869,,
,,1460,7.28981,,
,,1468,7.92573,,
,,1476,8.59398,,
,,1484,9.29353,,
,,1492,10.023,,
,,1500,10.7807,,
,,1508,11.5646,,
,,1516,12.3721,,
,,1524,13.2004,,
,,1532,14.0464,,
,,1540,14.9064,,
,,1548,15.7766,,
,,1556,16.6527,,
,,1564,17.5302,,
,,1572,18.4044,,
,,1580,19.2703,,
,,1588,20.1228,,
,,1596,20.9564,,
,,1604,21.766,,
,,1612,22.5462,,
,,1620,23.2915,,
,,1628,23.9969,,
,,1636,24.6572,,
,,1644,25.2675,,
,,1652,25.8235,,
,,1660,26.3208,,
,,1668,26.7555,,
,,1676,27.1244,,
,,1684,27.4245,,
,,1692,27.6535,,
,,1700,27.8094,,
,,1708,27.8911,,
,,1716,27.8978,,
,,1724,27.8296,,
,,1732,27.687,,
,,1740,27.4711,,
,,1748,27.1837,,
,,1756,26.827,,
,,1764,26.4039,,
,,1772,25.9176,,
,,1780,25.3719,,
,,1788,24.771,,
,,1796,24.1194,,
,,1804,23.4218,,
,,1812,22.6833,,
,,1820,21.909,,
,,1828,21.1043,,
,,1836,20.2746,,
,,1844,19.4252,,
,,1852,18.5613,,
,,1860,17.6882,,
,,1868,16.8109,,
,,1876,15.9342,,
,,1884,15.0627,,
,,1892,14.2005,,
,,1900,13.3517,,
,,1908,12.52,,
,,1916,11.7085,,
,,1924,10.9202,,
,,1932,10.1576,,
,,1940,9.42289,,
,,1948,8.71783,,
,,1956,8.04385,,
,,1964,7.40204,,
,,1972,6.79315,,
,,1980,6.21759,,
,,1988,5.67551,,
,,1996,5.16677,,
,,2004,4.691,,
,,2012,4.24759,,
,,2020,3.83577,,
,,2028,3.45456,,
,,2036,3.10289,,
,,2044,2.77952,,
,,2052,2.48317,,
,,2060,2.21245,,
,,2068,1.96596,,
,,2076,1.74223,,
,,2084,1.53981,,
,,2092,1.35726,,
,,2100,1.19313,,
,,2108,1.04604,,
,,2116,0.914611,,
,,2124,0.79755,,
,,2132,0.693603,,
,,2140,0.601583,,
,,2148,0.520369,,
,,2156,0.448911,,
,,2164,0.386224,,
,,2172,0.331399,,
,,2180,0.283592,,
,,2188,0.24203,,
,,2196,0.206004,,
,,2204,0.174869,,
,,2212,0.148042,,
,,2220,0.124993,,
,,2228,0.105249,,
,,2236,0.088386,,
,,2244,0.0740252,,
,,2252,0.0618313,,
,,2260,0.0515072,,
,,2268,0.0427917,,
,,2276,0.0354555,,
,,2284,0.029298,,
,,2292,0.0241449,,
,,2300,0.0198446,,
,,2308,0.0162665,,
,,2316,0.0132977,,
,,2324,0.0108415,,
,,2332,0.00881523,,
,,2340,0.00714843,,
,,2348,0.00578122,,
,,2356,0.00466294,,
,,2364,0.00375086,,
,,2372,0.00300909,,
,,2380,0.00240752,,
,,2388,0.00192104,,
,,2396,0.00152875,,
,,2404,0.00121329,,
,,2412,0.000960347,,
,,2420,0.000758092,,
,,2428,0.000596825,,
,,2436,0.000468602,,
,,2444,0.000366938,,
,,2452,0.000286559,,
